cusno,gender,age,region,trans_id,date,day,product_20,product_21,price_20,price_21,quantity_20,quantity_21,time_20,time_21,amount_20,amount_21,year,month,quarter,age_group
1118,0,30,2,48030,2021-08-08 10:41:35.049504952,Sunday,10,10,23542.0,5335.0,3.5999999999999996,46.199999999999996,12,15,1294810.0,246476.99999999997,2021,8,3,30s
1118,0,30,2,16581,2021-11-29 14:33:52.763276328,Monday,10,10,19134.0,38748.600000000006,51.6,64.67999999999999,23,1,1473318.0,2506259.448,2021,11,4,30s
1119,1,77,2,12704,2020-01-26 11:30:32.943294329,Sunday,20,20,40939.0,41936.4,20.4,24.779999999999998,7,18,2415401.0,1039183.992,2020,1,1,70s
1119,1,77,2,34280,2020-02-21 00:46:13.717371737,Friday,20,20,45209.0,10744.800000000001,48.6,26.039999999999996,3,9,2802958.0,279794.592,2020,2,1,70s
1119,1,77,2,27176,2020-04-10 16:14:58.649864986,Friday,20,20,34008.0,3162.5000000000005,48.6,3.7799999999999994,17,1,306072.0,11954.25,2020,4,2,70s
1119,1,77,2,34661,2020-07-15 11:06:12.637263726,Wednesday,20,20,41019.0,5768.400000000001,8.4,34.85999999999999,9,3,3404577.0,201086.42399999997,2020,7,3,70s
1119,1,77,2,22882,2020-09-23 00:55:35.373537352,Wednesday,20,20,31556.0,53978.100000000006,52.199999999999996,27.299999999999997,20,11,2051140.0,1473602.1300000001,2020,9,3,70s
1119,1,77,2,45463,2021-02-08 05:47:39.045904588,Monday,20,20,29118.0,39372.3,50.4,16.799999999999997,6,21,1164720.0,661454.6399999999,2021,2,1,70s
1119,1,77,2,35325,2021-02-12 16:40:36.723672368,Friday,20,20,22805.0,30597.600000000002,12.0,28.979999999999997,4,10,1573545.0,886718.448,2021,2,1,70s
1119,1,77,2,19103,2021-03-31 06:33:52.763276328,Wednesday,20,20,22012.0,35821.5,43.8,17.639999999999997,19,22,924504.0,631891.2599999999,2021,3,1,70s
1119,1,77,2,29932,2021-04-11 03:38:19.549954992,Sunday,20,20,31097.0,38786.0,12.6,39.9,22,13,2954215.0,1547561.4,2021,4,2,70s
1119,1,77,2,49516,2021-08-20 10:02:59.297929792,Friday,20,20,21039.0,17737.5,22.2,7.9799999999999995,13,12,399741.0,141545.25,2021,8,3,70s
1120,0,70,2,39581,2021-01-28 10:28:20.090009000,Thursday,20,20,6410.0,38627.600000000006,59.4,35.279999999999994,23,5,538440.0,1362781.728,2021,1,1,70s
1120,0,70,2,34163,2021-04-25 14:34:10.045004496,Sunday,20,20,25487.0,51452.50000000001,39.6,28.139999999999993,15,22,1707629.0,1447873.3499999999,2021,4,2,70s
1120,0,70,2,39318,2021-06-06 14:04:12.745274528,Sunday,20,20,14440.0,20198.2,21.599999999999998,15.119999999999997,7,23,519840.0,305396.784,2021,6,2,70s
1120,0,70,2,49081,2021-10-20 19:37:44.986498648,Wednesday,20,20,37992.0,33385.0,7.199999999999999,18.06,23,6,1633656.0,602933.1,2021,10,4,70s
1121,1,51,8,14054,2020-01-29 00:50:07.020702070,Wednesday,20,20,9217.0,52199.4,65.0,59.49999999999999,22,23,783445.0,3105864.3,2020,1,1,50s
1121,1,51,8,12810,2020-03-13 18:55:07.290729073,Friday,20,20,14119.0,36757.600000000006,50.0,51.099999999999994,21,23,1030687.0,1878313.36,2020,3,1,50s
1121,1,51,8,20849,2020-04-07 09:24:06.264626462,Tuesday,20,20,8423.0,16948.800000000003,71.0,58.8,10,4,707532.0,996589.4400000002,2020,4,2,50s
1121,1,51,8,31421,2020-04-08 22:11:50.711071107,Wednesday,20,20,31417.0,41947.4,78.0,14.7,20,10,659757.0,616626.78,2020,4,2,50s
1121,1,51,8,23823,2020-09-26 02:31:04.266426640,Saturday,20,20,37898.0,50763.9,14.0,58.099999999999994,1,3,3145534.0,2949382.59,2020,9,3,50s
1121,1,51,8,25923,2020-11-12 20:26:25.598559856,Thursday,20,20,1310.0,45185.8,28.0,51.099999999999994,21,18,95630.0,2308994.38,2020,11,4,50s
1121,1,51,8,41882,2021-05-15 14:39:55.679567952,Saturday,20,20,16028.0,15405.500000000002,46.0,53.9,9,20,1234156.0,830356.4500000001,2021,5,2,50s
1121,1,51,8,44288,2021-05-26 04:43:51.143114312,Wednesday,20,20,31564.0,49877.3,54.0,61.599999999999994,7,15,2777632.0,3072441.6799999997,2021,5,2,50s
1121,1,51,8,26423,2021-07-10 04:04:14.905490544,Saturday,20,20,15597.0,11295.900000000001,14.0,62.3,23,11,1388133.0,703734.5700000001,2021,7,3,50s
1121,1,51,8,18324,2021-07-22 20:56:57.461746176,Thursday,20,20,43771.0,29460.2,9.0,49.0,17,21,3063970.0,1443549.8,2021,7,3,50s
1121,1,51,8,40080,2021-12-15 09:02:04.212421240,Wednesday,20,20,48316.0,18712.100000000002,69.0,68.6,16,2,4734968.0,1283650.06,2021,12,4,50s
1122,1,50,2,30281,2020-06-03 15:06:25.598559856,Wednesday,20,20,34102.0,4415.400000000001,96.0,38.5,5,21,1875610.0,169992.90000000002,2020,6,2,50s
1122,1,50,2,33080,2020-07-16 06:22:38.775877588,Thursday,20,20,32260.0,20495.2,86.0,53.199999999999996,2,23,2451760.0,1090344.64,2020,7,3,50s
1122,1,50,2,35554,2020-08-03 10:40:08.640864084,Monday,20,20,11036.0,36538.700000000004,41.0,25.2,1,3,397296.0,920775.2400000001,2020,8,3,50s
1122,1,50,2,34709,2020-09-24 04:57:40.666066604,Thursday,20,20,30912.0,13022.900000000001,91.0,8.399999999999999,18,18,370944.0,109392.36,2020,9,3,50s
1122,1,50,2,35420,2020-11-23 15:45:44.554455444,Monday,20,20,20779.0,45763.3,78.0,35.699999999999996,1,19,1059729.0,1633749.8099999998,2020,11,4,50s
1122,1,50,2,48577,2021-10-15 15:13:29.000900088,Friday,20,20,38621.0,47736.700000000004,61.0,64.39999999999999,18,9,3553132.0,3074243.48,2021,10,4,50s
1122,1,50,2,25036,2021-11-11 20:47:09.882988296,Thursday,20,20,34081.0,13559.7,20.0,21.0,9,22,1022430.0,284753.7,2021,11,4,50s
1123,1,70,2,37939,2020-04-13 00:19:09.234923492,Monday,20,20,35591.0,20545.800000000003,36.6,26.88,14,8,2277824.0,552271.104,2020,4,2,70s
1123,1,70,2,12698,2020-07-06 08:04:53.789378938,Monday,20,20,32959.0,51781.4,26.4,33.18,7,18,2603761.0,1718106.852,2020,7,3,70s
1123,1,70,2,27698,2020-10-05 00:16:59.621962196,Monday,20,20,26112.0,17114.9,24.0,29.82,15,16,1853952.0,510366.318,2020,10,4,70s
1123,1,70,2,28289,2020-10-26 07:55:06.210621060,Monday,20,20,9077.0,41901.200000000004,13.799999999999999,20.58,7,9,444773.0,862326.696,2020,10,4,70s
1123,1,70,2,46203,2021-03-20 09:29:25.976597656,Saturday,20,20,31288.0,47273.600000000006,38.4,35.699999999999996,19,13,2659480.0,1687667.52,2021,3,1,70s
1123,1,70,2,37447,2021-06-21 04:30:18.901890184,Monday,20,20,27756.0,10292.7,56.4,18.9,9,15,1249020.0,194532.03,2021,6,2,70s
1123,1,70,2,45277,2021-06-24 02:35:32.133213320,Thursday,20,20,16235.0,15095.300000000001,3.5999999999999996,39.9,5,4,1542325.0,602302.47,2021,6,2,70s
1123,1,70,2,24558,2021-07-28 06:36:36.939693968,Wednesday,20,20,43329.0,27363.600000000002,3.5999999999999996,10.92,19,18,1126554.0,298810.51200000005,2021,7,3,70s
1123,1,70,2,38258,2021-09-11 07:42:08.532853280,Saturday,20,20,21470.0,27704.600000000002,7.199999999999999,9.239999999999998,1,2,472340.0,255990.504,2021,9,3,70s
1123,1,70,2,47387,2021-10-08 15:00:57.245724568,Friday,20,20,7460.0,41712.0,40.8,39.059999999999995,12,15,693780.0,1629270.7199999997,2021,10,4,70s
1124,1,61,10,39384,2020-01-30 22:23:30.621062106,Thursday,20,20,13687.0,7261.1,68.0,44.8,10,2,875968.0,325297.27999999997,2020,1,1,60s
1124,1,61,10,49782,2020-10-17 04:53:47.362736272,Saturday,20,20,25899.0,47237.3,80.0,25.2,5,7,932364.0,1190379.96,2020,10,4,60s
1124,1,61,10,32931,2020-12-11 16:32:58.757875788,Friday,20,20,19507.0,9288.400000000001,58.0,37.8,22,2,1053378.0,351101.52,2020,12,4,60s
1124,1,61,10,36171,2020-12-20 23:04:33.267326732,Sunday,20,20,44561.0,45558.700000000004,74.0,21.7,18,11,1381391.0,988623.79,2020,12,4,60s
1124,1,61,10,42904,2021-02-16 04:46:52.601260124,Tuesday,20,20,33581.0,36389.100000000006,82.0,4.8999999999999995,4,20,235067.0,178306.59,2021,2,1,60s
1124,1,61,10,37625,2021-03-22 05:17:41.746174616,Monday,20,20,11126.0,49547.3,6.0,48.3,9,24,767694.0,2393134.59,2021,3,1,60s
1124,1,61,10,42958,2021-03-23 09:19:47.038703872,Tuesday,20,20,49172.0,40693.4,79.0,58.8,5,17,4130448.0,2392771.92,2021,3,1,60s
1124,1,61,10,32405,2021-05-01 07:14:20.846084608,Saturday,20,20,49117.0,50789.200000000004,18.0,62.3,10,6,4371413.0,3164167.16,2021,5,2,60s
1124,1,61,10,21762,2021-08-25 09:11:51.791179120,Wednesday,20,20,47532.0,39165.5,31.0,15.399999999999999,9,15,1045704.0,603148.7,2021,8,3,60s
1125,1,50,9,11229,2020-01-17 13:44:37.587758775,Friday,20,20,4777.0,17912.4,56.0,67.19999999999999,3,19,458592.0,1203713.2799999998,2020,1,1,50s
1125,1,50,9,31131,2020-02-21 14:47:16.363636363,Friday,20,20,41067.0,12933.800000000001,93.0,15.399999999999999,15,5,903474.0,199180.52,2020,2,1,50s
1125,1,50,9,17030,2020-06-18 17:48:26.570657066,Thursday,20,20,7416.0,8735.1,1.0,45.5,10,3,482040.0,397447.05,2020,6,2,50s
1125,1,50,9,27299,2020-07-28 02:13:47.362736272,Tuesday,20,20,10745.0,7432.700000000001,92.0,55.3,18,9,848855.0,411028.31,2020,7,3,50s
1125,1,50,9,39803,2020-12-05 01:06:06.156615660,Saturday,20,20,20397.0,18473.4,83.0,65.1,13,11,1896921.0,1202618.34,2020,12,4,50s
1125,1,50,9,16462,2021-01-16 16:22:19.333933392,Saturday,20,20,5481.0,38883.9,70.0,36.4,12,3,285012.0,1415373.96,2021,1,1,50s
1125,1,50,9,16469,2021-05-21 12:35:29.972997296,Friday,20,20,39284.0,17927.800000000003,4.0,67.89999999999999,23,11,3810548.0,1217297.62,2021,5,2,50s
1125,1,50,9,44192,2021-10-07 00:28:04.968496848,Thursday,20,20,30726.0,18727.5,74.0,20.299999999999997,23,5,891054.0,380168.24999999994,2021,10,4,50s
1126,0,69,2,38999,2020-06-25 14:30:42.664266426,Thursday,20,20,2908.0,48682.700000000004,38.4,11.339999999999998,10,17,78516.0,552061.818,2020,6,2,70s
1126,0,69,2,39240,2020-08-03 21:10:55.625562556,Monday,20,20,48747.0,22616.000000000004,24.0,10.92,9,16,1267422.0,246966.72000000003,2020,8,3,70s
1126,0,69,2,49364,2020-08-29 20:57:23.384338432,Saturday,20,20,48197.0,33031.9,52.8,8.819999999999999,12,23,1012137.0,291341.35799999995,2020,8,3,70s
1126,0,69,2,49633,2021-03-04 15:01:14.527452744,Thursday,20,20,16017.0,35438.700000000004,39.0,15.959999999999999,2,8,608646.0,565601.652,2021,3,1,70s
1126,0,69,2,35318,2021-04-13 08:12:14.473447344,Tuesday,20,20,38085.0,33602.8,23.4,28.139999999999993,12,18,2551695.0,945582.7919999999,2021,4,2,70s
1126,0,69,2,10678,2021-09-02 15:11:36.669666968,Thursday,20,20,24948.0,14720.2,48.6,24.779999999999998,21,7,1471932.0,364766.556,2021,9,3,70s
1126,0,69,2,48982,2021-11-06 18:08:01.728172816,Saturday,20,20,8153.0,2459.6000000000004,51.6,13.44,21,19,260896.0,33057.024000000005,2021,11,4,70s
1127,1,39,1,11554,2020-01-16 04:27:08.802880288,Thursday,10,10,35367.0,4307.6,42.0,42.33599999999999,8,2,1485414.0,182366.55359999998,2020,1,1,40s
1127,1,39,1,44592,2020-02-13 08:47:31.485148514,Thursday,10,10,49993.0,29333.7,36.959999999999994,47.62799999999999,23,17,1847741.2799999998,1397105.4636,2020,2,1,40s
1127,1,39,1,29867,2020-04-12 13:48:22.250225022,Sunday,10,10,26606.0,20832.9,31.2,10.079999999999998,12,14,319272.0,209995.63199999998,2020,4,2,40s
1127,1,39,1,46956,2020-10-27 03:11:32.349234924,Tuesday,10,10,34375.0,22060.5,13.2,50.4,12,12,2062500.0,1111849.2,2020,10,4,40s
1127,1,39,1,14961,2020-11-03 03:24:04.104410440,Tuesday,10,10,20360.0,21187.100000000002,8.4,28.559999999999995,5,22,692240.0,605103.576,2020,11,4,40s
1127,1,39,1,23336,2021-01-29 21:30:56.705670564,Friday,10,10,49766.0,27602.300000000003,4.199999999999999,21.755999999999997,23,11,209017.19999999995,600515.6388,2021,1,1,40s
1127,1,39,1,40632,2021-05-02 16:31:49.630963096,Sunday,10,10,10499.0,46393.600000000006,111.6,84.0,21,20,1049900.0,3897062.4000000004,2021,5,2,40s
1127,1,39,1,12333,2021-09-15 22:05:21.872187216,Wednesday,10,10,32824.0,33423.5,50.4,0.84,23,21,32824.0,28075.739999999998,2021,9,3,40s
1127,1,39,1,20428,2021-10-01 14:48:25.490549056,Friday,10,10,16777.0,12179.2,7.199999999999999,15.959999999999999,15,22,318763.0,194380.032,2021,10,4,40s
1127,1,39,1,19264,2021-11-09 10:57:51.467146712,Tuesday,10,10,41444.0,3887.4,54.0,58.8,13,3,2901080.0,228579.12,2021,11,4,40s
1128,1,47,1,44321,2020-01-02 04:02:05.292529252,Thursday,10,10,4833.0,42958.3,55.44,38.21999999999999,10,5,267941.51999999996,1641866.2259999998,2020,1,1,40s
1128,1,47,1,22696,2020-01-06 13:09:55.139513951,Monday,10,10,15455.0,42516.100000000006,10.92,44.687999999999995,14,8,168768.6,1899959.4768,2020,1,1,40s
1128,1,47,1,23953,2020-05-25 17:20:30.243024302,Monday,10,10,28370.0,34717.100000000006,40.8,74.75999999999999,4,13,2524930.0,2595450.396,2020,5,2,40s
1128,1,47,1,17405,2021-06-14 00:47:31.485148512,Monday,10,10,46086.0,34156.100000000006,81.6,39.48,23,23,2166042.0,1348482.8280000002,2021,6,2,40s
1128,1,47,1,37991,2021-08-26 23:44:44.068406840,Thursday,10,10,34279.0,5930.1,56.4,82.32,13,8,3359342.0,488165.832,2021,8,3,40s
1128,1,47,1,27879,2021-10-17 21:32:31.755175512,Sunday,10,10,3813.0,42710.8,6.0,12.6,10,20,57195.0,538156.0800000001,2021,10,4,40s
1128,1,47,1,25221,2021-11-09 19:43:30.621062104,Tuesday,10,10,15573.0,54320.200000000004,22.8,8.399999999999999,15,5,155730.0,456289.67999999993,2021,11,4,40s
1128,1,47,1,30541,2021-11-25 22:57:21.224122408,Thursday,10,10,11068.0,43894.4,38.4,52.07999999999999,6,20,686216.0,2286020.3519999995,2021,11,4,40s
1129,1,26,8,16686,2020-02-23 00:04:45.148514851,Sunday,30,30,25126.0,29791.300000000003,83.0,9.1,23,13,326638.0,271100.83,2020,2,1,20s
1129,1,26,8,12920,2020-04-17 18:12:38.235823582,Friday,30,30,10594.0,13267.1,25.0,21.0,22,23,317820.0,278609.10000000003,2020,4,2,20s
1129,1,26,8,29405,2020-04-26 22:59:04.914491448,Sunday,30,30,8213.0,22030.800000000003,82.0,21.7,14,11,254603.0,478068.36000000004,2020,4,2,20s
1129,1,26,8,20568,2020-06-17 19:01:44.770477048,Wednesday,30,30,21432.0,4409.900000000001,35.0,11.899999999999999,24,7,364344.0,52477.81,2020,6,2,20s
1129,1,26,8,21067,2020-08-28 18:40:25.922592260,Friday,30,30,9081.0,44454.3,38.0,50.4,3,5,653832.0,2240496.72,2020,8,3,20s
1129,1,26,8,49555,2020-09-15 05:26:37.479747976,Tuesday,30,30,24387.0,26970.9,6.0,31.499999999999996,22,9,1097415.0,849583.35,2020,9,3,20s
1129,1,26,8,31834,2020-12-31 02:37:41.746174616,Thursday,30,30,23057.0,29225.9,6.0,58.099999999999994,13,24,1913731.0,1698024.7899999998,2020,12,4,20s
1129,1,26,8,36078,2021-02-10 05:06:10.477047704,Wednesday,30,30,45204.0,35370.5,37.0,9.799999999999999,21,22,632856.0,346630.89999999997,2021,2,1,20s
1129,1,26,8,32156,2021-03-14 15:04:07.344734472,Sunday,30,30,5178.0,11657.800000000001,69.0,43.4,19,12,321036.0,505948.52,2021,3,1,20s
1129,1,26,8,18359,2021-08-04 20:50:11.341134112,Wednesday,30,30,36406.0,12717.1,70.0,25.9,5,19,1347022.0,329372.89,2021,8,3,20s
1130,1,49,9,15264,2020-02-13 21:03:26.300630063,Thursday,20,20,6262.0,27002.800000000003,14.0,68.6,14,11,613676.0,1852392.08,2020,2,1,50s
1130,1,49,9,39696,2020-06-09 13:01:59.891989198,Tuesday,20,20,10710.0,26495.7,84.0,30.799999999999997,14,15,471240.0,816067.5599999999,2020,6,2,50s
1130,1,49,9,31077,2020-09-24 03:12:32.835283528,Thursday,20,20,31461.0,10785.5,2.0,5.6,24,24,251688.0,60398.799999999996,2020,9,3,50s
1130,1,49,9,39522,2020-12-09 18:59:35.157515752,Wednesday,20,20,43399.0,50506.50000000001,92.0,21.0,3,4,1301970.0,1060636.5000000002,2020,12,4,50s
1130,1,49,9,42838,2021-01-29 02:14:30.567056704,Friday,20,20,49346.0,50878.3,41.0,53.199999999999996,2,3,3750296.0,2706725.56,2021,1,1,50s
1130,1,49,9,15488,2021-03-06 03:48:58.973897392,Saturday,20,20,46365.0,39663.8,71.0,60.9,9,5,4033755.0,2415525.42,2021,3,1,50s
1130,1,49,9,11016,2021-04-18 21:22:09.612961296,Sunday,20,20,40004.0,48458.3,39.0,58.8,19,22,3360336.0,2849348.04,2021,4,2,50s
1130,1,49,9,14967,2021-06-08 13:22:44.176417640,Tuesday,20,20,2720.0,39366.8,17.0,64.39999999999999,7,15,250240.0,2535221.92,2021,6,2,50s
1130,1,49,9,17141,2021-08-27 17:16:02.376237624,Friday,20,20,26857.0,8075.1,45.0,7.699999999999999,24,21,295427.0,62178.27,2021,8,3,50s
1130,1,49,9,28849,2021-10-18 06:18:10.909090904,Monday,20,20,31967.0,8596.5,47.0,13.299999999999999,22,1,607373.0,114333.45,2021,10,4,50s
1131,0,39,1,24623,2020-01-28 07:18:48.712871287,Tuesday,10,10,39313.0,30506.300000000003,13.44,35.868,20,3,528366.72,1094199.9684000001,2020,1,1,40s
1131,0,39,1,42449,2020-06-28 02:05:08.910891088,Sunday,10,10,48391.0,46748.9,91.2,48.71999999999999,15,23,2806678.0,2277606.408,2020,6,2,40s
1131,0,39,1,49306,2020-10-23 11:35:00.810081008,Friday,10,10,25195.0,23046.100000000002,109.2,15.119999999999997,20,10,453510.0,348457.03199999995,2020,10,4,40s
1131,0,39,1,18656,2021-01-03 07:43:26.300630060,Sunday,10,10,1267.0,11287.1,16.799999999999997,27.047999999999995,13,5,21285.599999999995,305293.48079999996,2021,1,1,40s
1131,0,39,1,46644,2021-02-22 06:12:42.556255624,Monday,10,10,23114.0,29089.500000000004,3.36,42.33599999999999,3,9,77663.04,1231533.072,2021,2,1,40s
1131,0,39,1,33839,2021-05-04 07:04:41.908190816,Tuesday,10,10,10036.0,20783.4,50.4,42.839999999999996,15,20,511836.0,890360.856,2021,5,2,40s
1131,0,39,1,20152,2021-05-08 10:57:08.262826280,Saturday,10,10,15540.0,3946.8,73.2,54.599999999999994,18,4,1010100.0,215495.28,2021,5,2,40s
1131,0,39,1,38819,2021-07-05 04:55:22.412241224,Monday,10,10,46576.0,54078.200000000004,48.0,64.67999999999999,11,20,3586352.0,3497777.976,2021,7,3,40s
1131,0,39,1,42908,2021-07-13 07:24:51.629162912,Tuesday,10,10,45469.0,39658.3,39.6,5.039999999999999,12,23,272814.0,199877.832,2021,7,3,40s
1131,0,39,1,11794,2021-10-17 19:47:23.924392440,Sunday,10,10,20793.0,29069.7,90.0,13.44,8,8,332688.0,390696.768,2021,10,4,40s
1131,0,39,1,44716,2021-11-25 00:10:39.423942392,Thursday,10,10,31792.0,16300.900000000001,62.4,78.96,12,12,2988448.0,1287119.064,2021,11,4,40s
1132,1,75,2,10894,2020-03-16 15:15:12.691269127,Monday,20,20,43007.0,19776.9,25.2,15.54,16,21,1591259.0,307333.026,2020,3,1,70s
1132,1,75,2,17274,2020-07-06 02:49:30.297029702,Monday,20,20,42934.0,12716.000000000002,3.5999999999999996,38.22,20,9,3906994.0,486005.5200000001,2020,7,3,70s
1132,1,75,2,19348,2020-08-09 03:20:19.441944192,Sunday,20,20,16558.0,2897.4,33.6,6.72,17,20,264928.0,19470.528,2020,8,3,70s
1132,1,75,2,29892,2020-09-21 08:37:35.265526552,Monday,20,20,44056.0,47807.100000000006,49.8,36.959999999999994,3,8,3876928.0,1766950.416,2020,9,3,70s
1132,1,75,2,37921,2020-10-05 03:47:15.283528352,Monday,20,20,14570.0,19020.100000000002,16.2,30.239999999999995,15,18,1049040.0,575167.824,2020,10,4,70s
1132,1,75,2,42437,2020-10-07 01:20:38.883888388,Wednesday,20,20,1786.0,8400.7,59.4,38.63999999999999,11,9,164312.0,324603.04799999995,2020,10,4,70s
1132,1,75,2,14327,2020-11-01 09:20:56.165616560,Sunday,20,20,39604.0,20652.5,2.4,40.31999999999999,13,19,3801984.0,832708.7999999998,2020,11,4,70s
1132,1,75,2,13976,2021-06-11 09:42:49.576957696,Friday,20,20,32326.0,43868.0,57.599999999999994,18.06,18,16,1390018.0,792256.08,2021,6,2,70s
1132,1,75,2,48336,2021-08-27 12:00:38.883888384,Friday,20,20,13288.0,8394.1,29.4,31.919999999999998,18,11,1009888.0,267939.672,2021,8,3,70s
1132,1,75,2,15361,2021-10-08 23:46:36.399639960,Friday,20,20,7206.0,38591.3,37.8,22.679999999999996,12,5,389124.0,875250.6839999999,2021,10,4,70s
1133,1,33,5,41140,2020-01-07 18:57:08.262826282,Tuesday,10,10,30101.0,14370.400000000001,32.76,2.352,15,18,986108.7599999999,33799.1808,2020,1,1,30s
1133,1,33,5,45114,2020-03-03 06:36:19.657965796,Tuesday,10,10,35584.0,45985.50000000001,70.55999999999999,18.816,20,4,2510807.0399999996,865263.1680000001,2020,3,1,30s
1133,1,33,5,38123,2020-06-04 22:38:46.552655266,Thursday,10,10,8893.0,22821.7,78.0,59.64,15,14,631403.0,1361086.188,2020,6,2,30s
1133,1,33,5,13052,2020-07-18 23:12:28.514851484,Saturday,10,10,28867.0,44910.8,93.6,46.199999999999996,20,7,1587685.0,2074878.96,2020,7,3,30s
1133,1,33,5,48957,2020-08-13 22:58:56.273627364,Thursday,10,10,47720.0,41732.9,105.6,38.63999999999999,2,20,2195120.0,1612559.2559999998,2020,8,3,30s
1133,1,33,5,48600,2020-08-31 11:30:15.661566156,Monday,10,10,48395.0,38720.0,52.8,37.8,23,7,2177775.0,1463616.0,2020,8,3,30s
1133,1,33,5,28112,2020-12-11 13:02:43.096309628,Friday,10,10,2137.0,21034.2,69.6,7.559999999999999,4,3,19233.0,159018.55199999997,2020,12,4,30s
1133,1,33,5,45065,2021-05-07 06:55:02.970297032,Friday,10,10,39473.0,2739.0,24.0,36.959999999999994,22,17,1736812.0,101233.43999999999,2021,5,2,30s
1133,1,33,5,21091,2021-08-15 00:23:19.819982000,Sunday,10,10,40032.0,9851.6,15.6,78.11999999999999,5,1,3722976.0,769606.992,2021,8,3,30s
1134,0,10,1,24161,2020-01-26 18:31:04.266426642,Sunday,30,30,19044.0,20867.0,26.099999999999998,13.019999999999998,15,23,1180728.0,271688.33999999997,2020,1,1,10s
1134,0,10,1,25142,2020-04-27 11:14:59.729972996,Monday,30,30,2686.0,41757.100000000006,10.799999999999999,17.849999999999998,19,9,228310.0,745364.235,2020,4,2,10s
1134,0,10,1,14210,2020-12-06 15:38:58.433843384,Sunday,30,30,48121.0,6652.8,11.1,6.72,1,13,1539872.0,44706.816,2020,12,4,10s
1134,0,10,1,15210,2021-03-16 17:52:54.437443744,Tuesday,30,30,28246.0,47828.00000000001,12.0,14.91,9,20,2005466.0,713115.4800000001,2021,3,1,10s
1134,0,10,1,19563,2021-05-24 01:55:04.050405040,Monday,30,30,17576.0,22843.7,3.9,9.87,6,21,826072.0,225467.319,2021,5,2,10s
1134,0,10,1,32536,2021-09-05 15:01:57.731773176,Sunday,30,30,14936.0,26261.4,1.7999999999999998,3.5699999999999994,20,6,253912.0,93753.19799999999,2021,9,3,10s
1135,0,47,1,29487,2020-01-30 08:22:27.974797479,Thursday,10,10,44942.0,51990.4,26.039999999999996,24.107999999999997,11,22,1170289.6799999997,1253384.5632,2020,1,1,40s
1135,0,47,1,16183,2021-04-14 15:44:35.427542752,Wednesday,10,10,19690.0,46546.50000000001,74.39999999999999,13.44,13,5,315040.0,625584.9600000001,2021,4,2,40s
1135,0,47,1,22547,2021-08-23 06:23:04.698469848,Monday,10,10,15286.0,30849.500000000004,100.8,15.119999999999997,14,2,275148.0,466444.44,2021,8,3,40s
1135,0,47,1,10001,2021-12-25 05:34:41.368136808,Saturday,10,10,10849.0,3473.8,67.2,73.07999999999998,17,10,943863.0,253865.30399999995,2021,12,4,40s
1136,1,73,2,23144,2020-03-06 04:41:32.889288929,Friday,20,20,20607.0,4253.700000000001,12.6,20.58,10,1,1009743.0,87541.14600000001,2020,3,1,70s
1136,1,73,2,37245,2020-04-22 03:20:28.082808280,Wednesday,20,20,15122.0,45939.3,30.0,15.54,11,12,559514.0,713896.722,2020,4,2,70s
1136,1,73,2,49192,2020-04-29 03:32:59.837983798,Wednesday,20,20,13231.0,23614.800000000003,25.2,26.88,23,8,846784.0,634765.824,2020,4,2,70s
1136,1,73,2,29146,2020-06-23 16:57:19.063906390,Tuesday,20,20,30476.0,43698.600000000006,7.199999999999999,39.9,16,8,2895220.0,1743574.1400000001,2020,6,2,70s
1136,1,73,2,29911,2021-02-28 16:24:11.665166512,Sunday,20,20,42192.0,2889.7000000000003,54.6,38.63999999999999,20,23,3881664.0,111658.00799999999,2021,2,1,70s
1136,1,73,2,48401,2021-03-02 10:27:19.603960392,Tuesday,20,20,29028.0,15743.2,42.6,3.7799999999999994,22,5,261252.0,59509.295999999995,2021,3,1,70s
1136,1,73,2,26380,2021-05-15 05:54:16.525652560,Saturday,20,20,23963.0,48347.200000000004,25.2,39.48,22,3,2252522.0,1908747.456,2021,5,2,70s
1136,1,73,2,37391,2021-09-05 16:47:05.562556256,Sunday,20,20,16548.0,25516.7,2.4,34.019999999999996,14,14,1340388.0,868078.134,2021,9,3,70s
1136,1,73,2,43581,2021-10-06 10:27:02.322232224,Wednesday,20,20,25639.0,10199.2,47.4,38.63999999999999,17,14,2358788.0,394097.088,2021,10,4,70s
1136,1,73,2,36263,2021-12-11 06:54:45.688568856,Saturday,20,20,28536.0,54496.200000000004,3.5999999999999996,15.119999999999997,2,13,1027296.0,823982.5439999999,2021,12,4,70s
1137,0,36,8,17859,2020-01-28 21:19:51.359135913,Tuesday,10,10,21344.0,27242.600000000002,46.199999999999996,25.283999999999995,5,13,986092.7999999999,688801.8984,2020,1,1,30s
1137,0,36,8,31635,2020-02-13 10:32:39.315931593,Thursday,10,10,10370.0,8105.900000000001,44.519999999999996,51.743999999999986,1,22,461672.39999999997,419431.6895999999,2020,2,1,30s
1137,0,36,8,28259,2020-05-08 13:34:50.009000900,Friday,10,10,46062.0,1491.6000000000001,21.599999999999998,34.44,8,5,1888542.0,51370.704,2020,5,2,30s
1137,0,36,8,16180,2020-10-26 02:39:42.718271828,Monday,10,10,20731.0,15437.400000000001,103.2,55.44,1,11,1368246.0,855849.456,2020,10,4,30s
1137,0,36,8,45563,2020-11-03 17:25:06.750675068,Tuesday,10,10,46639.0,9964.900000000001,9.6,68.03999999999999,4,1,3777759.0,678011.796,2020,11,4,30s
